Data Source,World Development Indicators,,,,,
,,,,,,
Last Updated Date,2017-02-01,,,,,
,,,,,,
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,16144000,28231000,6075000
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,5116752000,4138100000,4571387000
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, long-term + IMF (AMT, current US$)",DT.AMT.DLTF.CD,5116752000,4138100000,
"Egypt, Arab Rep.",EGY,"IMF repurchases (AMT, current US$)",DT.AMT.DIMF.CD,0,,
"Egypt, Arab Rep.",EGY,"PPG, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CD,1444193000,1594526000,
"Egypt, Arab Rep.",EGY,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,1661228000,1920799000,3281860000
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-173180000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,307470000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,10340000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,30000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,120000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,60000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,2560000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,880000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,140000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,3640000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,-58520000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,8670000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,820000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,730000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,-39520000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,56300000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,2240000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,1710000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,3030000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,144080000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,300000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,24000000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,305890000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,7790000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,-530000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,3050000,,
"Egypt, Arab Rep.",EGY,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2840000,,
"Egypt, Arab Rep.",EGY,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,37.7277439174,26.7432504099,
"Egypt, Arab Rep.",EGY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,8.7698411946,4.4622300835,
"Egypt, Arab Rep.",EGY,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,26440980000,14760100000,
"Egypt, Arab Rep.",EGY,"Listed domestic companies, total",CM.MKT.LDOM.NO,246,250,
"Egypt, Arab Rep.",EGY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,23.2450718862,16.6854440472,
"Egypt, Arab Rep.",EGY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,70083650000,55191870000,
"Egypt, Arab Rep.",EGY,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,26.3026425619,-27.5003323715,
"Egypt, Arab Rep.",EGY,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,6.4910339978,5.5400811087,
"Egypt, Arab Rep.",EGY,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,19570400000,18325400000,
"Egypt, Arab Rep.",EGY,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,19570400000,18325400000,
"Egypt, Arab Rep.",EGY,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,28075200000,18955800000,
"Egypt, Arab Rep.",EGY,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,484900000,13500000,
"Egypt, Arab Rep.",EGY,"Primary income on FDI, payments (current US$)",BX.KLT.DREM.CD.DT,6088900000,4374800000,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.5864731338,2.0813925163,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4783200000,6884800000,
"Egypt, Arab Rep.",EGY,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,32.9145659798,32.7162391779,
"Egypt, Arab Rep.",EGY,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,44.6870889961,52.4708040025,
"Egypt, Arab Rep.",EGY,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,47299800000,37872900000,
"Egypt, Arab Rep.",EGY,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,
"Egypt, Arab Rep.",EGY,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,21897600000,18538500000,
"Egypt, Arab Rep.",EGY,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,25203700000,19030900000,
"Egypt, Arab Rep.",EGY,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1.170447903,2.1139790166,
"Egypt, Arab Rep.",EGY,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,47101300000,37569400000,
"Egypt, Arab Rep.",EGY,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,198500000,303500000,
"Egypt, Arab Rep.",EGY,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,21.2278971211,12.698977803,
"Egypt, Arab Rep.",EGY,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,10.4691838375,6.9169566038,
"Egypt, Arab Rep.",EGY,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,2292500000,1282300000,
"Egypt, Arab Rep.",EGY,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,185970000,,
"Egypt, Arab Rep.",EGY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,3542380000,,
"Egypt, Arab Rep.",EGY,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,192500000,-147500000,
"Egypt, Arab Rep.",EGY,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,27657200000,18201500000,
"Egypt, Arab Rep.",EGY,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,-3259471704.72191,-423608467.827039,
"Egypt, Arab Rep.",EGY,"Portfolio Investment, net (BoP, current US$)",BN.KLT.PTXL.CD,2111600000,-71300000,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-4530500000,-6703100000,
"Egypt, Arab Rep.",EGY,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,1667400000,-4747500000,
"Egypt, Arab Rep.",EGY,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-30961700000,-31025300000,
"Egypt, Arab Rep.",EGY,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,-26573600000,-29953600000,
"Egypt, Arab Rep.",EGY,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-7055700000,-5034400000,
"Egypt, Arab Rep.",EGY,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-4112200000,-21681500000,
"Egypt, Arab Rep.",EGY,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.9808028522,-5.0748453803,
"Egypt, Arab Rep.",EGY,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-5972100000,-16786500000,
"Egypt, Arab Rep.",EGY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,351400000,622700000,
"Egypt, Arab Rep.",EGY,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,353500000,626100000,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0838145511,0.0549310104,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,252700000,181700000,
"Egypt, Arab Rep.",EGY,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,17.9308375453,,
"Egypt, Arab Rep.",EGY,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,46.4016676661,,
"Egypt, Arab Rep.",EGY,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,80929100000,72860900000,
"Egypt, Arab Rep.",EGY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,241500000,213800000,
"Egypt, Arab Rep.",EGY,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,17509500000,,
"Egypt, Arab Rep.",EGY,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,56165400000,50056200000,
"Egypt, Arab Rep.",EGY,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,10.0556840572,,
"Egypt, Arab Rep.",EGY,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,73674900000,67523000000,
"Egypt, Arab Rep.",EGY,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7254200000,5337900000,
"Egypt, Arab Rep.",EGY,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.6118107313,,
"Egypt, Arab Rep.",EGY,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,13.0703933417,,
"Egypt, Arab Rep.",EGY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,7162.3,,
"Egypt, Arab Rep.",EGY,Surface area (sq. km),AG.SRF.TOTL.K2,1001450,1001450,
"Egypt, Arab Rep.",EGY,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,,,
"Egypt, Arab Rep.",EGY,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,,
"Egypt, Arab Rep.",EGY,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,,,
"Egypt, Arab Rep.",EGY,Cereal production (metric tons),AG.PRD.CREL.MT,22046728,,
"Egypt, Arab Rep.",EGY,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,,
"Egypt, Arab Rep.",EGY,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,
"Egypt, Arab Rep.",EGY,Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,
"Egypt, Arab Rep.",EGY,Land area (sq. km),AG.LND.TOTL.K2,995450,995450,
"Egypt, Arab Rep.",EGY,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,51,,
"Egypt, Arab Rep.",EGY,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,0.0727309257,0.0733336682,
"Egypt, Arab Rep.",EGY,Forest area (sq. km),AG.LND.FRST.K2,724,730,
"Egypt, Arab Rep.",EGY,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,
"Egypt, Arab Rep.",EGY,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,,,
"Egypt, Arab Rep.",EGY,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,,,
"Egypt, Arab Rep.",EGY,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,
"Egypt, Arab Rep.",EGY,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,
"Egypt, Arab Rep.",EGY,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.0799136069,,
"Egypt, Arab Rep.",EGY,Land under cereal production (hectares),AG.LND.CREL.HA,3078160,,
"Egypt, Arab Rep.",EGY,Arable land (% of land area),AG.LND.ARBL.ZS,2.6822040283,,
"Egypt, Arab Rep.",EGY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.02980587,,
"Egypt, Arab Rep.",EGY,Arable land (hectares),AG.LND.ARBL.HA,2670000,,
"Egypt, Arab Rep.",EGY,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.7621176352,,
"Egypt, Arab Rep.",EGY,Agricultural land (sq. km),AG.LND.AGRI.K2,37450,,
"Egypt, Arab Rep.",EGY,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,662.531835206,,
"Egypt, Arab Rep.",EGY,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,70.8720788144,,
"Egypt, Arab Rep.",EGY,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,,
